createTimeISO,text,Label
2025-06-03Tsatu6:40:53.000Z,"kenapa sih pada maksa orang lain punya anak? itu hak dia, badan dia, setelah itu yang ngurus anak juga dia. Emang kalau org lain punya anak kehidupan kalian berubah, auto masuk surga, kan tidak? 😑",Positif
2025-06-04T00:satu5:43.000Z,mending childfree daripada anaknya di bikin sengsara 😍,Positif
2025-06-05Tsatu6:57:49.000Z,"her body her choise anjir, heran kok pada repot perkara satu perempuan mau childfree, dikira populasi bumi langsung punah kali",Positif
2025-06-03Tsatusatu:satu9:24.000Z,"aku ibu, aku punya anak, punya banyak strechmark badanku berubah... kalo ada wanita yg ga mau punya anak .... ya biarin aja badan2 dia. ☺️👍 mempunyai anak/tidak itu pilihan masing2",Negatif
2025-06-04T07:05:00.000Z,"KALIAN TUH HARUSNYA BERSYUKUR ORANG ORANG PADA childfree, ENTAR ANAK KALIAN ITU GA BANYAK PESAING UNTUK MENDAPATKAN PEKERJAAN😂",Positif
2025-06-03Tsatu4:04:4satu.000Z,Normalisasi menghormati pilihan perempuan yang memilih untuk childfree,Positif
2025-06-03Tsatu5:satu2:24.000Z,"salahnya childfree apaan sih? tohh juga hak cewe nya, ngga bikin negara bangkrut juga",Positif
2025-06-04T04:59:22.000Z,"menurut gua sih bebas aja toh pilihan masing antara mau punya anak dan ngga, trs knpa klian yg pda repot?",Positif
2025-06-03Tsatu6:32:50.000Z,"aku memilih childfree,hanya karna GK MW mewariskan kesulitan ekonomi untuk mereka nanti.karna aku tw gmna sakitnya dan aku di posisi itu",Positif
2025-06-05T07:52:56.000Z,"aku gak cuma childfree, tp husbandfree. kek apa guna nya laki2 itu",Positif
2025-06-03Tsatu5:44:57.000Z,kenapa orang ga bisa menghargai pilihan orang lain kek apalagi pilihan nya itu yang tidak merugikan orang lain,Positif
2025-06-05T02:satu8:07.000Z,Aku juga lebih mendukung childfree daripada punya anak.,Positif
2025-06-03Tsatu0:23:59.000Z,"dulu w heran kenapa ada pemikiran spt ini..tapi sekarang bahkan kalau anak w kelak ga mau punya anak gue bakal dukung satu00%! tubuh dia..hak dia..!
w tau gimana rasanya punya anak..😌😌",Positif
2025-06-03Tsatu6:satu2:49.000Z,"yang bilang ""punya anak biar tua nanti ada yang ngurusin"" pliss gue gasuka banget dengan 2 alasan
satu. anak bukan investasi
2. biaya untuk membesarkan anak itu baaanyakk, aku rasa jika uang itu ditabung jauh lebih menjanjikan untuk jaminan masa tua daripada sekedar berharap dirawat anak",Positif
2025-06-03Tsatu0:07:satu2.000Z,pdahal mah msing2 aja mo pnya anak mo engga tapi di jaman skrng pda ngurusin hal2 kek gt,Positif
2025-06-04T04:00:20.000Z,"Terserah mereka ya,hak hak mereka mau punya anak apa enggak,lagian kan anak bukan tabungan buat masa depan,anak ada masa depan nya sendiri",Positif
2025-06-06T02:24:24.000Z,aku mendukung childfree,Positif
2025-06-05T05:58:43.000Z,aku mendukung CHILDFREE😎😎,Positif
2025-08-07T0satu:56:33.000Z,percayalah indonesia akan maju ketika warganya udah gak mikirin kebelet nikah atau punya anak.,Positif
2025-08-06Tsatu7:25:42.000Z,setuju sama childfree,Positif
2025-08-06T20:satu7:00.000Z,"aku yg udah nikah blm dikasih momongan selama hampir 3 tahun ini, belum berpikir soal anak,kayak masih mengutamakan diriku sendiri,ekonomi suami lagi gak bagus,kadang bayangin kedepan, soalnya aku bukan type orang yg suka gampangin sesuatu (ntar juga ada rezekinya)not my type😭 apa mungkin itu ya alasan aku belum dikasih huhuhu,yasudah deh nerima takdir aja,aku udh usg 2x hasilnya aman aman aja😅",Positif
2025-08-07T00:59:28.000Z,"Childfree itu wajib buat orang miskin yg sekedar makan untuk dirinya sendiri gak bisa, orang yg punya penyakit mental, orang yang punya penyakit genetik",Negatif
2025-08-satusatuT22:48:satu4.000Z,hidup childfreee!!!!,Positif
2025-08-07T0satu:42:satu7.000Z,"tim childfree, takut gabisa ngasih yg terbaik buat anak.",Positif
2025-08-06Tsatu6:satu3:4satu.000Z,"sulit cari kerja, biaya hidup mahal salah satu penyebab nya, termasuk biaya pendidikan masuk ssatu , no debat",Positif
2025-08-06Tsatu7:58:08.000Z,ngerencanain mau pakai WO yang mana tapi milih panti jompo mana yang mau ditinggali,Negatif
2025-08-06T23:satu7:30.000Z,keren sii anak muda jaman sekarang. biar gak kebanyakan SDM.. apalagi menciptakan SDM rendah.,Positif
2025-08-06Tsatu8:satu7:48.000Z,"klo kelahiran menurun, sdm produktif berkurang, kan bisa masukin orng dr luar 🙂",Positif
2025-08-satusatuT0satu:0satu:satu9.000Z,"Ya gpp lah yg mau childfree biarin aja sih,drpd punya anak ga diurusin",Positif
2025-08-07T00:27:53.000Z,"Gpp, dr pd gk bisa biayain mending childfree",Positif
2024-0satu-03Tsatu5:3satu:29.000Z,childfree? cukk punya anak seruuuuuu plisss,Negatif
2023-08-22Tsatu3:0satu:satu9.000Z,"khayalan gw bukan nikah punya anak, tapi gimana caranya finansial stabil, karir bagus 🥺",Positif
2025-04-satu0Tsatu5:46:satu8.000Z,Asliiiiii normal ga sihhhh gue pengen childfree 😭😭😭😭😭,Positif
2025-08-26T0satu:satusatu:30.000Z,"Beda banget kalau standar di kampung mindset nya perempuan yang hebat harus melahirkan dulu,padahal chilldfree itu pilihan hidup tidak harus di bandingan sana sini",Positif
2023-08-2satuTsatu2:37:satu9.000Z,"udah trll capek sama hidup sendiri, gak ingin menyeret org lain",Positif
2023-08-23T02:08:30.000Z,bikin grup ga sih buat kita² yg pilih childfree? jadi kita bisa saling sharing cerita?,Positif
2023-08-2satuTsatusatu:53:39.000Z,"Kalo gue, sesimple karena udah secape itu mengurus variabel lain wkwk. Maybe yang sandwich gen bakal relate banget sama ini:))",Positif
2023-08-2satuTsatusatu:22:satusatu.000Z,KALO SAYA CITA2 NGGA MAU PUNNYA ANAK BANYAK MINIMAL SATU/DUA BUAT PENGHIBUR DI MASA TUA SAYA BIAR NGGA KESEPIAN BANGET 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,Negatif
2023-08-23Tsatu2:3satu:26.000Z,padahal kalo udah ngerasain cape pulang kerja si sambut senyum anak itu masya Alloh nikmat yang luar biasa apalagi pas pulang mereka tanya mama,Negatif
2025-08-23T0satu:53:58.000Z,Saya pejuang garis dua bukan childfree,Negatif
2023-08-2satuTsatu0:satu5:36.000Z,"sy tdk menunda tp memang gak dikasih, mngkn Tuhan tau isi hati sy, trauma sm ortu yg cere, tkt jd ortu yg tdk baik",Negatif
2023-08-24T08:27:37.000Z,"karena expektasi org2 thdpku,kdg2 sy berpura2 ingin sekali punya anak,pdhl dlm hati sy punya atau tidak punya tdk masalah.krn sy tkut di anggp aneh",Negatif
2023-08-2satuTsatu5:23:54.000Z,bener.. gmw punya anak lagi karna sadar diri ini gak capable buat mengambil peran sbg ibu.. smw org bs punya anak tp ga smw perempuan sanggup jadi ibu,Negatif
2024-09-0satuTsatusatu:08:satu7.000Z,"Alasan gue mau childfree cuma ingin focus menjalani hidup bersama pasangan , itu aja",Positif
2023-08-23T02:55:46.000Z,"sama seperti q jg gk ingin punya anak, karena da terlalu capek dengan kehidupan sendiri",Positif
2023-08-2satuTsatu0:27:32.000Z,"kalo ditanya, apa sy pengen nikah n punya anak?? jawabanya, ""ENGGA""...ga tahu knp, ga pengen dan ga mau. Aneh juga kadang2",Positif
2023-08-22Tsatu4:24:54.000Z,where can I find a man that is childfree as well :'),Positif
2023-08-23T04:03:34.000Z,"omg sama kak aku jg dri dulu emg udh gaada niat nikah apalagi punya anak, krn aku sendiri belum ngerasa cukup, ga mw menyeret orglain sm trauma ku 🥺",Positif
2023-08-22Tsatu3:45:satu9.000Z,"saya sandwich gen juga punya pikiran seperti ini juga,tp saya angkat 2 anak krn ingin bantu",Negatif
2023-08-23Tsatu7:43:57.000Z,malah aku pengen punya anak tapi gamau nikah :(,Negatif
2023-08-22Tsatu6:satu5:44.000Z,"khayalan gue jg ga pernah ttg anak, tp selalu ke finansial. punya rmh sendiri, bisa travelling kemana2, ya pkoknya ttg punya bnyak uang lah, hehe 😅",Positif
2023-08-25Tsatu4:54:22.000Z,"aku malah mau punya anak
tapi gausah pake nikah gitu 😭",Negatif
2023-08-2satuT08:satu6:46.000Z,setuju. meskipun dengan alasan yg agak berbeda.,Positif
2023-08-25Tsatu9:08:43.000Z,"anak itu duplikat kita..yg memanggilmu mama..mengenggam dgn tgn mungilnya,memelukmu sampai akhir umurmu,yg gak mau krn malas suka duka ngurusnya",Negatif
2023-08-26T02:56:05.000Z,"bukan cuma suka dukamu mengurus anak, tp yg utama km udah settle dlm menghandle mentalmu,sblum kmu bisa menghadle mental anakmu.",Positif
2023-08-22Tsatu7:49:05.000Z,"sebelum menikah aku benerbener kepikiran kayak gini . sangking traumanya sama hidup. eh ternyata,ketemu suami langsung nikah dan langsung punya anak🥺",Negatif
2023-08-22Tsatu4:43:2satu.000Z,"Gue yang ngira gak suka anak kecil dan pernah punya pikiran childfree, but here iam, mom of two, liat interaksi antara anak gue dan papanya,",Negatif
2023-08-22T22:satu8:07.000Z,"saya dulu berpikiran seperti itu, kayanya anak kalau di kasih allhamdulilah kalau ngga ya gapapa tapi kemarin"" saya hamil dan melahirkan saya amat",Negatif
2025-08-09Tsatu4:07:00.000Z,@qiaafkr dukung akuu yaa buat gini,Positif
2025-04-29Tsatu6:57:58.000Z,"bener, di suruh kb juga gak mau sakit/alesan bnyk bgt",Negatif
2025-04-30T02:24:39.000Z,"ingati gais. jangan sesekali dipaksa beranak kalo sendiri tak mau. nnt seksa pun sendiri yaa.. stand firm, saya di sini selalu back up kamu walaupun org semua bertentangan.",Positif
2025-05-satu8T08:45:26.000Z,"mau gak nikah, mau childfree ya terserah orgnya, dibilang nanti gk ada yg ngurus, emg anak buat investasi kek gtu? makanya rencanain sedari muda nanti klok tua gmn",Positif
2025-04-30T0satu:04:satu7.000Z,mending childfree daripada bikin calon anak gw sengsara in this economy,Positif
2025-04-30T06:40:47.000Z,"childfree itu hak semua orang, pria ataupun wanita😁 jadi gak ada bisa mendikte hidup seseorang😁",Positif
2025-04-29T22:43:45.000Z,"iyakan, padahal gak ngaruh juga di kehidupan personal mereka. knp selalu emosi gitu tiap ada cewek yg bilang gak mau nikah & punya anak?",Positif
2025-04-30T02:45:52.000Z,"jangankan childfree, gue bilang pengen punya satu anak aja yg marah cowok 😭",Negatif
2025-04-30T06:08:3satu.000Z,"Orang yang childfree itu punya kesadaran penuh atas kemampuan diri dia dan pasangan. Menurut gue malah bagus, berarti ga dzalim ke anak, inget anak ga pernah bisa milih orang tua nya siapa. Setiap anak punya hak atas kehidupan yang layak, kalo dirasa orang tua ga mampu ya gapapa kok childfree toh ga ngerugiin siapapun kan?",Positif
2025-04-30T02:3satu:08.000Z,"""besok nanti tua siapa yg mau jaga lu""",Negatif
2025-04-30T04:satu7:4satu.000Z,"lingkungan gue ada beberapa yg nikah & childfree
jujur gue iri karna masih romantis walaupun usia pernikahan mereka tuh 5th an lebih",Positif
2025-04-30T02:03:58.000Z,tim satu anak cukup biar jd pewaris🫰🏻,Negatif
2025-07-09Tsatu8:29:56.000Z,"terserah dia mau apa, itu kan hidupnya dia, itu juga badannya dia",Positif
2025-08-satusatuT05:satu4:46.000Z,"Yess betul harus di normalisasikan menikah dan hamil punya anak itu pilihan, soalnya yg paham kondisi dirinya ya orang tersebut",Positif
2025-06-03Tsatu6:04:55.000Z,waktu muda childfree ok tapi ketika usia 50an baru rasa takut klu sakit siapa yg Jaga walaupun ada anak juga gak jaminan..tapi klu tua tubuh juga bakalan melar & glambir kok,Negatif
2025-06-03T23:49:00.000Z,"masalahnya, punya anak dan ga punya anak itu ngga sekedar ttg ""kapabilitas diri"",kita menilai diri sendiri aja msh sering bias, punya anak itu soal ""sikap"" dan juga soal ""prinsip"" kalo memilih ga punya, atas dasar penilaian pribadi ttg kapabilitas, menurutku sayang aja bukan berarti menentang, menyayangkan aja",Positif
2025-06-03Tsatu0:satu5:satu4.000Z,"iyah ka bener bgt,smua berhak punya pilihan dan kita wajib menghargainya",Positif
2025-06-04T00:25:34.000Z,"Gue punya anak satu, cukup, buat temen gue seumur hidup ❤️",Negatif
2025-06-03Tsatu4:5satu:satu4.000Z,"Intinya kita punya hak penuh atas tubuh kita!, terserah masing” orang aja sih, ada yang mau ga nikah ya gpp! Ada yang ga mau punya anak juga gpp, itu badan dia ya hak dia, kalian ga punya hak ngatur apalagi menghina! , kalau kalian mau menikah dan punya anak juga itu gpp bgt, pilihan masing” ya guys",Positif
2025-06-03T2satu:30:satu9.000Z,"menurut gue mereka yang childfree itu kayak, yaudah sih itu kan pilihan hidup mereka. lu punya hak untuk memutuskan childfree itu pilihan hidup orang, karena memiliki anak itu adalah sebuah tanggung jawab besar gitu dan harus mempersiapkan segalanya gitu kalau udh punya anak kaya finansial, fasilitas untuk anak, dll. emangnya punya anak itu asal bikin aja? kagak, itu tanggung jawab yang dititipkan Tuhan",Positif
2025-07-satu8T02:satu5:33.000Z,"yahh karna itu kan kodrat cewe,bayangin lo dapat cowo yang bisa menafkahi,mapan dan juga provide lebih dari diri lo sendiri,karna dia tau akan kodratdnya sebagai laki²,trus lo.blg mau childfree yahh jelas emosi lahh
pea",Positif
2025-04-30T00:satu0:09.000Z,"serius gw mau nanya, darimana letak egoisnya orang yang mau childfree? justru lebih egois lagi misal ngga sanggup punya anak tapi maksain supaya diterima masyarakat",Positif
2025-07-satu2Tsatu5:02:43.000Z,"boleh banget asal dikomunikasikan sebelum nikah ,semua orang berhak memilih",Positif
2025-07-0satuTsatu2:03:09.000Z,takut dikira mandul 🤣,Negatif
2025-04-30T07:56:satu6.000Z,"guys apapun pilihan orng, please stop judge mereka, biarin mereka milih hidup mereka sendiri, kalau memang suami istri mau childfree yaudah gapapa, siapa tau Tuhan kasih jalan yg lain, jdi stop judge",Positif
2025-05-29Tsatu5:04:06.000Z,"ga menyusui, badannya ga rusak efek pasca melahirkan dan ga harus KB yg kadang bikin tubuh juga ga cocok sama jenis KBnya dan masih banyak lagi (maybe) 😭😭",Positif
2025-02-satu8Tsatu6:45:30.000Z,"menurut gw sih ya, kalau gak ada anak ya ga pa pa, ya kalau ada anak ya alhamdulillah di kasih rezeki...
😌 lagian kan dalam islam gak di wajibkan untuk punya anak. bener gak.??? 😁",Positif
2025-02-satu9Tsatusatu:satu2:46.000Z,"gw kepikiran punya anak tapi stelah financial freedom, coach justin sepertinya sudah cukup finansial tetapi memang ideologinya childfree terlepas dari finansial yang cukup",Negatif
2025-02-satu8Tsatusatu:57:08.000Z,Aku sekarang umur 2satu milih buat childfree juga kayanya aku pengen nikmatin hidup yg cuman pertama terakhir ini kayanya teralalu cape buat punya anak dan kelurga,Positif
2025-02-satu8Tsatusatu:satu8:42.000Z,tapi banyak anak angkat,Negatif
2025-02-satu8Tsatusatu:30:47.000Z,banyak anak banyak rezeki,Negatif
2025-02-satu8Tsatu2:35:45.000Z,emang keren dia gak ingin anaknya menderita,Positif
2025-02-satu8Tsatu4:28:satu3.000Z,🤣🤣kalok tua nanti dia urus drinya sendri atau di titip yayasna,Negatif
2025-03-2satuTsatu0:22:29.000Z,"kadang yang orang miskin maksa punya anak walau ekonomi mereka morat Marit , justru childfree menyelamatkan secara ekonomi walau mngkn sementara",Positif
2025-02-satu8Tsatu0:satu5:54.000Z,emng ga kesepian ga punya anak?,Negatif
2025-02-satu8Tsatu0:20:22.000Z,Banyak yg punya anak tapi merasa kesepian juga,Positif
2025-02-satu8Tsatu5:45:32.000Z,"bener, mending miskin tapi punya anak 3 gasi dari pada childlfreee",Negatif
2025-02-satu8Tsatu2:20:satu0.000Z,penting nya agama ada hal yg ga perlu di jelaskan oleh logika. walaupun gue belum punya anak. tapi kalo sampe ga pengen punya anak itu udah kesalahan,Negatif
2025-02-satu8T2satu:40:39.000Z,emng wajib ya berketurunan,Negatif
2025-02-satu9Tsatusatu:54:44.000Z,logikanya mana ada orang rumah tangga g ingin punya anak..g ada..jls dibalik penjelasan itu ada sesuatu mslh atau g bisa punya anak,Negatif
2025-07-26T22:05:38.000Z,"saya, lebih takut tidak memberikan anak hidup yang layak, karna memberikan warisan miskin terhadap anak jauh lebih buruk",Negatif
2025-02-satu9Tsatu4:satu4:09.000Z,"inget jga, faktor childfree karena ekonomi mandek wkwkkwkw",Positif
2024-05-satu2T05:48:24.000Z,gue lg cari pasangan childfree & gue setuju,Positif
2025-06-29Tsatu6:34:45.000Z,"Pernah gw sm cowo gw lgi bahas masa dpn and dia bilang ""i'll marry u as my life partner. I just wanna live with you. Gw mending punya piaraan dibanding anak"". I was like ""i finally found my soulmate""😭🫶🏻",Positif
2024-07-07T07:satusatu:satu2.000Z,BENER BANGET! MELIHARA ANAK GA SEMUDAH MELIHARA HEWAN🥺 APALAGI KALO BELUM FINANCIAL BALANCE✨,Positif
2025-07-27T03:satusatu:45.000Z,"alhamdulillah gw sama suami sepakat childfree,jgn hujat karena hidup udh pnya pilihan jalan masing²thks😊",Positif
2025-0satu-satu6Tsatu0:satusatu:54.000Z,"iyaaa,ya kalo ga childfree juga please lah kenapa ada cewe2 yg pgn banyak anak ??? karna itu lo harus kerja lebih keras seumur hidup gilak pas single aja kerja tu cape bgt anjir 😭 mnding kalo suaminya mapan",Positif
2024-07-satu6T23:26:05.000Z,"intinya gais, ketika kalian mau punya anak,kalian harus siap secara ekonomi dan finansial,dan juga mental,siapa tau ibunya malah kena baby blues nah itu bahayanya",Positif
2025-04-25T08:satu4:57.000Z,"Aku juga childfree , jangan di hujat ya🙏",Positif
2024-06-05Tsatu2:56:42.000Z,Benerr .. lagi Manifesting dapat partner yang mau childfree juga 🥰,Positif
2024-satu0-satu9T23:54:52.000Z,Gue setuju,Positif
2024-03-satu7Tsatu3:37:50.000Z,setujuuu banget! paham dan relate si krn gaji pemasukan & pengeluaran emang gak seimbang 😵‍💫,Positif
2024-satu2-24Tsatu3:satu6:45.000Z,Punya anak banyak jg nggak menjamjn bakaln diurus dgn baik pada saat tua nanti 😭😭😭😭😭😭😭😭😭😭,Positif
2024-satu2-satu6T04:46:45.000Z,"Sya gamau lagi punya anak cukup 2 aja,,takuut banget tanggung jawab nya sampai akhirat",Negatif
2024-03-satu7Tsatu7:satu0:38.000Z,"🥰benar bgt kamu,setujuh bgt aku.",Positif
2024-satu0-25T04:satu4:03.000Z,nanti kalo kita udah gg mampu dan udah tua.. sapa yg ngrawat kita... sedangkanpasangan kita jg sama** tua.. 😳,Negatif
2025-05-06T09:00:satu5.000Z,"aku jga pengen childfree karena ngidupin diri sendiri aja udah susah bgt, tapi pasanganku masih mikir dua kali🙂",Positif
2025-06-07T02:satu6:46.000Z,aq tim satu anak aj deh🙃,Negatif
2024-satu0-3satuTsatu4:08:46.000Z,guaa setujuuu bangett,Positif
2024-satusatu-satu9T0satu:22:43.000Z,Pentingnya jg mulai cari pasagan yg ngerti dan open minded tentang childfree,Positif
2025-06-28T07:43:satu8.000Z,q wanita memilih hidup childfree,Positif
2024-09-03T04:03:00.000Z,"Setiap orang beda” persepsi, aku ttp memilih kelak udh sukses dan udh berumah tangga ttp memutuskan untuk mempunyai keturunan.krna insyaallah selagi berusaha rezeky akan mengalir drimna sja ❤️",Negatif
2024-09-0satuTsatu4:36:07.000Z,tapi jika belum lalu belum Tau rezeki itu ada tapi harus dipikir2 dulu uang nya jika anak ada maka hidup kita lebih bahagia,Negatif
2025-07-29T02:04:27.000Z,"menurut saya, orang yang memilih childfree itu punya tingkat sadar diri yang tinggi. mereka tahu mereka gak mampu membesarkan anak dengan baik. kemampuan disini tuh gak hanya ekonomi, tapi juga soal mental, lingkungan, kesehatan dll.",Positif
2025-07-27T00:33:58.000Z,"di era skrg childfree GK bgitu buruk,, biaya hidup berdua aj udh lumayan tinggi,,",Positif
2025-07-26Tsatusatu:satu5:34.000Z,"Rill ,, no debat relate , yg nyangkal mh pling juga anak kluarga cemara yg ga pernah rasain hal sesakit ini🗿",Positif
2025-07-26T09:49:4satu.000Z,"bener bgt sih..
krna anak bkn soal ngerawat doang, tp jg soal biaya, mental dan juga tenaga",Positif
2025-07-27T06:2satu:24.000Z,"Yes,keknya lebih baik childfree daripada punya anak tapi ga keurus,punya anak tapi d kasarin,gamau belajar ilmu parenting,ga nyiapin finansial buat segala kebutuhan dan pendidikan anak😭🙏🏻",Positif
2025-07-26T06:satu3:57.000Z,"aku aja yang Alhamdllah mampu secara materi gak berani punya anak lagi, aku cuma punya anak satu. karena memang mental aku sanggupnya cuma satu aja.",Negatif
2025-07-26Tsatusatu:4satu:03.000Z,"Respect sm orang childfree, ketakutan mereka adalah sebuah bentuk tanggung jawab. Ketimbang yg punya anak lalu [ah gatau deh isi sendiri]",Positif
2025-07-26T2satu:4satu:22.000Z,"Bener banget, kalo ga mampu bertanggungjawab lebih baik childfree",Positif
