createTimeISO;text;label
2025-12-16T02:25:35.000Z;laporan diatas kertas aman terkendali tapi dilapangan tdk sesuai apa yg di pidatokan podium;negatif
2025-12-15T14:15:08.000Z;bantuan asing buat bencana di tolak klo ada yang nawarin pinjaman dari asing paling semngat 🤭;negatif
2025-12-23T06:56:51.000Z;MANA YANG SITUASI TERKENDALI PAK?;negatif
2025-12-28T06:37:21.000Z;gak selesai ² bentuk bentuk terus....omon doang;negatif
2025-12-21T06:35:56.000Z;Asik kena tipu aja presiden sama mentri” nya.;negatif
2025-12-15T16:01:49.000Z;tlg buktikan kami perlu bukti, hingga skrg belum ada bukti😭😭😭 malah di persulit kami baca Brita dimana2yg itulh yg inilh kamiii matiii😭 makin dn smakin mengerikan;negatif
2025-12-15T12:30:15.000Z;mampu ??;negatif
2025-12-15T14:57:46.000Z;saya dari aceh dg tegas mengatakan pemerintah TDK mampu.... bahkan sekarang ada yg Meninggal dalam keadaan lapar di tenda pengungsian;negatif
2025-12-15T11:57:36.000Z;wowo cukup satu periode saja cukuplah kami kecewa sgt 😏;negatif
2025-12-15T12:29:55.000Z;ALHAMDULILLAH... gk pilih beliau kemaren...🙏👎;negatif
2025-12-18T12:48:21.000Z;dendam sama sumatra omon omon waktu pilpres gak dapet suara;negatif
2025-12-16T02:28:59.000Z;"""SEGERA KITA AKAN BANGUN"" 🤣🤣🤣";negatif
2025-12-15T12:42:32.000Z;Buktinya pak.. kami relawan dari jakarta ada sekitar 15 org.. sangat minim bantuan dilokasi tedampak..🙄;negatif
2025-12-15T12:44:38.000Z;Ternyata tepat yg dibilang Anis Nilai 11 dari 100;negatif
2025-12-15T18:11:46.000Z;saya ambil kesimpulan berdasarkan statement tersebut : ternyata nyawa masyarakat terdampak bencana tidak begitu berharga,;negatif
2025-12-15T13:11:09.000Z;Kalau bencana Sumatra terkendali , Gubernur Aceh ga akan mungkin menyurati PBB :(;negatif
2025-11-30T13:56:15.000Z;emang bener 2030 indonesia bubar;negatif
2025-12-20T22:35:53.000Z;"""koreksi kalo benar"" beuh😹";negatif
2025-12-13T04:42:45.000Z;Itulah yang seharusnya dilakukan pemerintah. � ;negatif
2025-12-13T02:04:01.000Z;sy org jawa barat melihat penanganan aceh terbilang lambat dari pemerintahan pusat .;negatif
2025-12-14T00:57:26.000Z;Buat mereka MBG lebih penting daripada anggaran untuk bencana;negatif
2025-12-13T02:51:47.000Z;NIHHH DENGERIN KLEAN,BAPAK BICARA BERDASAR FAKTA DAN DATA;positif
2025-12-14T00:42:10.000Z;Terimakasih bapak atas kunjungannya ke aceh tamiang..;positif
2025-12-14T01:14:53.000Z;pilihanku sdh benar, walaupun bapak gak terpilih jd presiden setidaknya saya tdk menyesal 🥹🙏;positif
2025-12-14T06:04:43.000Z;ini gua yakin 1000000% ijazahnya asli;negatif
2025-12-13T02:10:22.000Z;CALON PRESIDEN NEPAL🔥;negatif
2025-12-16T06:39:33.000Z;katakan prettt..katakan prettt..😂😂😂😂😂😂😂😂😂;negatif
2025-12-14T22:49:11.000Z;hampir indonesia punya presiden sepinter ini;negatif
2025-12-15T00:23:50.000Z;Sehat2 pak anies.. ❤️meski hanya tersisa satu orang saja yg mendukungmu, kan ku pastikan org itu adalah aku 🥰;positif
2025-12-13T02:45:51.000Z;bagus...memikirkan hak2 orang menengah kebawah;positif
2025-12-13T02:30:53.000Z;Indonesia TERJAGA HUTAN NYA bersama ANIES BASWEDAN;positif
2025-12-13T02:02:02.000Z;selalu bangga jdi anak abah,beliau panutan 🥰;positif
2025-12-14T06:21:05.000Z;Dia yg bukan presiden aja keliling” liat kondisi kita dan kasi solusi tapi presiden skrng mn kok ga muncul”?;negatif
2025-12-18T03:57:51.000Z;Masya Allah barikallufik pak Anas Rashed Baswedan;positif
2026-01-14T13:25:30.000Z;Betul abah 👍🥰👍;positif
2026-01-16T16:03:38.000Z;Pak Anies Presiden yang tak di lantik.. sehat selalu Abah..❤️;positif
2025-12-17T13:47:29.000Z;sehat selalu Abah 🤲;positif
2025-12-13T03:10:26.000Z;sehat slalu abah . panjang umur . sukses dunia akhirat 🤲🏻🤲🏻🤲🏻;positif
2025-12-15T16:56:55.000Z;nentuin bencana nasional tuh gabisa pake emosi dan kenceng kencengan opini dan yang mutusin itu lembaga resmi pake data dan itungan objektif, bukan narasi viral doangg;positif
2025-12-15T04:29:28.000Z;aku bangga kok d bilang anak abah, walaupun itu ejek²an org 🥺;positif
2025-12-17T15:52:16.000Z;wangalaikum salam, sehat selalu Pak Anies🥺🥺🥺;positif
2025-12-17T16:00:32.000Z;Mantap👍👍👍;positif
2025-11-30T13:42:11.000Z;ZULKIFLI HASAN BERTANGGUNG JAWAB DUNIA DAN AKHIRAT ATAS PENDERITAAN WARGA SUMATERA.;negatif
2025-11-30T15:39:32.000Z;5 hari tampa bantuan makanan di kecamatan saya di aceh tamiang ada yg meninggal karna kelaparan😭;negatif
2025-11-30T11:58:11.000Z;kenapa gak berani manggil Zulkipli hasan ya?;negatif
2025-12-01T21:55:37.000Z;Cek dulu min izin hph - hti gede gedean jaman orde baru. Zulkifli hasan jd mentri thn brp;negatif
2025-12-19T11:37:14.000Z;knp presiden takut sama Zulkipli;negatif
2025-11-30T12:51:44.000Z;Trus bobby nasution gimana?;negatif
2025-12-01T16:00:31.000Z;zulkifli hasan sekarang lg tersenyum manis sambil nonton TV. sy yakin, dia ga bakal peduli.;negatif
2025-12-01T00:53:38.000Z;YANG DI SALAHIN MALAH JAWA;negatif
2025-12-19T05:26:01.000Z;Bukan politik yg kotor, tapi yang main nya itu kotor;negatif
2025-12-22T00:35:31.000Z;gw mah udh eneg denger berita dia ksh k cucunya segepok uang n liat anak2nya...jauhhh bgt etika dll nya dr emil salim n menteri2 zaman dl..kehilangan ilmu kehilangan wibawa kehilangan dignity;negatif
2025-11-30T12:14:26.000Z;kami dari Jawa hama mengucapkan,semoga Sumatra bisa lekas pulih 🥺🥺;positif
2025-11-30T11:57:00.000Z;Pohon” yang tumbang dengan sendirinya;negatif
2025-11-30T12:06:46.000Z;ayo lah pemimpin Sumatra . apa lagi yang Kalian tunggu. rakyat membela mu untuk merdeka;negatif
2025-11-30T16:44:37.000Z;"noh dengar gara"" zulkifli hasan bukan jawa";negatif
2025-12-15T12:27:58.000Z;kami di Palu kena gempa, tsunami, likuifaksi, beberapa kampung hilang, tenggelam.. pemerintah mengganti dgn hunian tetap bagi korban terdampak, dikasih uang buat renovasi rumah yg rusak.. kami tdk peduli sama status bencana nasional. yg penting gempa susulan tdk ada lagi. penjelasan kaka ini sangat lembut dan artikulasinya sangat jelas,, keterlaluan kalau masih ada yang tdk paham..;positif
2025-12-15T14:28:53.000Z;ANAK ABAH : GAK MAU AH INI TERLALU FAKTA, GUA KAN BE GOO😂;negatif
2025-12-15T15:19:52.000Z;Kak selamat yaaa, anda lebih cerdas dari pak anies 😭🙏🏻;negatif
2025-12-15T06:25:11.000Z;Ternyata sampean lebih pinter👍;positif
2025-12-15T11:14:19.000Z;anjir kalo kaya gini sepi🗿;negatif
2025-12-15T10:45:15.000Z;akhirnya ketemu sama yang jelasin detil tentang ini.;positif
2025-12-15T13:21:18.000Z;bearti pak anis nggak paham bearti ya 🤣🤣;negatif
2025-12-15T13:20:21.000Z;Sepintar inikah yang menjelaskan tentang bencana ini, semoga Video ini sampai ke telinga Pak Anis dan Anak anak abahnya biar gak salah paham 🙏;positif
2025-12-15T16:09:57.000Z;Please video kayak gini UP di IG, sumpah di IG Anis dipuja puja😩;negatif
2025-12-16T02:10:24.000Z;TOLONG YA ALLAH FYPKAN KE KAUM PEMBENCI PAK PRABOWO;positif
2025-12-15T19:15:59.000Z;Kak ajarin si anies;negatif
2025-12-15T14:11:59.000Z;pasti yg hatinya kotor langsung skip tutup kuping;negatif
2025-12-15T18:02:44.000Z;sekarang beda pendapat langsung dikatain buzzer , semangat kak padahal penjelasan nya gampang dipahami;positif
2025-12-16T01:26:10.000Z;singkat saja kak. prabowo ga mau tetapkan bencana nasional ntar ketauan yg punya lahan beratus ribu sawit itu dia 😁;negatif
2025-12-16T01:43:59.000Z;udah dikasi se detail2 nya tpi msih blum mngerti, kasia gbl0k nya kelewatan🤣🤣;negatif
2025-12-15T16:46:23.000Z;Ya ampuuun komenan disini pada waras 😭😭😭 say hiii semuaaaa 😘;positif
2025-12-15T22:49:39.000Z;gamau cari info maunya cuma nyalahin prabowo;negatif
2025-12-15T23:41:14.000Z;tag Anis Baswedan dan influencer2 yg koar2 bencana nasional plis biar mereka juga ngerti, kita yg masyarakat awam aja ngerti masa mereka nggak ngerti 😭😭;negatif
2025-12-15T22:38:55.000Z;edukasi yang baik;positif
2025-12-15T11:30:11.000Z;perbanyak cewe cantik dan pinter kek gini ya allah 😌;positif
2025-12-15T22:48:55.000Z;penjelasannya mudah di mengerti mba, ☺️rinci dan bagus, makasih mba ,gw yg tadinya GK ngerti JD ngerti ...;positif
2025-12-16T04:01:31.000Z;seperti biasa, fakta sepi ✅✅;negatif
2025-12-16T02:44:52.000Z;kamu smart bgt kak ga kayak yg sebelah 😭😭😭;positif
2025-12-14T16:29:27.000Z;Cerdas;negatif
2025-12-15T22:20:08.000Z;Dengarin dulu baru komen mbaa kan sudah dijelasin kenapa tsunami aceh jadi bencana nasional dan banjir skrg ga jadi bencana nasional. Penjelasan mbanya sangat mudah dipahami loh;positif
2025-12-15T22:25:03.000Z;mba masya allah cerdas bgtt, musibah ini di mnfaatin sama anak abah buat jatuhin pmrintah pusat.;negatif
2025-12-15T11:05:38.000Z;ini lebih cerdas daripada calon presiden kmarin☺️;positif
2025-12-15T17:18:54.000Z;Kak terimakasih sudah menjelaskan. Saya capek dari kemarin ngetik molo. Kaya jaman pilpres buseett dahh jempol makin bengkak. Mrk cm fomo2 doank.;positif
2025-12-15T22:26:31.000Z;kukira kagak bakal ada komen dr si bloon ternyata ada nyempil 1;negatif
2025-12-15T14:36:56.000Z;betul banget mbakyu,mau jadi apa negara ini kalo dipimpin pak anis.;negatif
2025-12-16T02:38:59.000Z;dengar itu wahai anak anak abah;negatif
2025-12-15T14:10:12.000Z;pokoknya dukung terus kerja pak Prabowo...betul nih kata mba ini;positif
2025-12-15T13:06:55.000Z;dengerin tuh abah anies;negatif
2025-12-15T13:46:11.000Z;"justru dgn di angkatnya mnjadi bencana nasional penanganan pembalakan liar dapat di buka, jgn"" hanya utk mnutupi lahan korporat";negatif
2025-12-15T14:02:46.000Z;Yaampun masih ada aja gak paham2 pdhl mba yg divideo udah ngejelasin sejelas mgkin 😔;negatif
2025-12-15T12:55:21.000Z;KAK MAKASIH YA UDA MEWAKILI ISI KEPALA AKUU🥰;positif
2025-12-15T21:55:07.000Z;bencana yg paling berisik menurutku.;negatif
2025-12-16T00:26:37.000Z;ini pasti mahasiswa yg rajin belajar beda sma yg trun ke jalan nohhh😁;positif
2025-12-14T23:51:31.000Z;ada yg mau memanfaatkan dengan status bencana nasional.;negatif
2025-12-16T01:52:39.000Z;ko sepi?OHH IYA INI KAN FAKTA;negatif
2025-12-15T15:02:34.000Z;semua di goreng untuk menjatuh kan prabowo. terlalu banyak yg tidak suka prabowo dari mavia sampai GAM;negatif
2025-12-15T15:52:44.000Z;nah ini, terima kasih kak sudah mencerahkan anak-anak abah yg redup;positif
2025-12-22T06:24:46.000Z;Respect ke pak Anies;positif
2026-01-02T13:41:23.000Z;Pendongeng handal;negatif
2025-12-13T04:35:54.000Z;Dikasih tau fakta tapi isi komennya malah kemana2 hadeh🤦🏻‍♀️;negatif
2025-12-13T19:14:43.000Z;klw org pintar, ngomongnya jg mudah dipahami, tak ada menghujat, hanya membuka mata, hati dan fikiran pemerintah...;positif
2025-12-18T00:40:49.000Z;ada pembiaran dan faktor kesengajaan agar rakyat aceh mati total.. maka rakyat aceh harus berjuang sendiri.. jangan lagi mengandalkan org2 yg ada dipusat kekuasaan.. bangsa aceh adalh bangsa yg kuat.. bangsa yg bertahan dgn segala kesulitan..;negatif
2025-12-17T15:40:27.000Z;setuju pa ini petunjuk bagus;positif
2025-12-17T16:27:32.000Z;aq bangga disebut anak abah;positif
2025-12-14T00:11:08.000Z;sy bangga pilih abah.. meski blom punya partai moga abah kelak bs jd pemimpin negri ini. aamiin;positif
2025-12-17T23:42:39.000Z;yang pilih bapak itu org pintar .. tapi sayangnya yg pintar diindonesia hanya sedikit pak ... ???;negatif
2025-12-13T13:39:12.000Z;adem rasanya melihat pak Anies Baswedan;positif
2025-12-13T16:35:53.000Z;Gimaa ya bah… klo dijadiin nasional, takutnya kena audit lahan” para petinggi 🏃💨;negatif
2025-12-13T12:12:12.000Z;pentingnya memilih pemimpin yg tdk tersandera kepentingan pengusaha dan penguasa korup, bisa lbh jernih melihat masalah dan solusi;negatif
2025-12-27T16:37:45.000Z;gelandang politik 😂😂😂;negatif
2025-12-17T03:52:59.000Z;ya allah pak...knp ga bpk aja yg jadi presiden;negatif
2025-12-17T09:05:14.000Z;andaikan presiden kita sebijak ini ya;negatif
2025-12-14T12:59:25.000Z;terimakasih Bapak yg slalu peduli pd Rakyat yg kesusahan...👍;positif
2025-12-13T12:56:24.000Z;itu ya bedanya status bencana nasional dan bencana lokal, aliran bantuan dan logistik lbh cepat apabila dibiayai negara / nasional utk menolong korban dan bagi para korban merasa bahwa penderitaan mrk dirasakan oleh semua masyarakat Indonesia;positif
2026-02-01T08:25:35.000Z;Politik kepemimpinan presiden PAK PRABOWO SUBIANTO benar2 sangat saya kagumi dan banyak yg tdk memahami sistemnya dari kepemimpinan presiden.;positif
2025-12-16T15:47:47.000Z;Cara menebak Jokowi: Lihat apa yang dia dikatakan, maka akan terjadi sebaliknya;negatif
2025-12-17T05:12:18.000Z;dulu pak prabowo .. janji tdk ambil gaji presiden . sekarang gmn setelah jadi...?;negatif
2025-12-15T14:18:34.000Z;keren pak Prabowo.;positif
2026-01-24T12:49:38.000Z;gaada empati;negatif
2025-12-17T22:40:49.000Z;Alhamdulillah saya TDK pilih Prabowo!;negatif
2026-01-19T03:00:01.000Z;nyesel gw milih dia mendink golput;negatif
2025-12-16T02:38:47.000Z;Jokowi prabowo 11 12;negatif
2026-01-14T17:23:29.000Z;Ini alat berat masyakat sekitar yg biayai dgn uang mereka sendiri oleh agar lumpur & rumah mereka bisa segera di bersihkan (Kec. Kota Kuala Simpang Aceh Tamiang, 11 Januari 2026);negatif
2025-12-17T14:52:27.000Z;Prabowo pgn indo mandiri,cmn geraknya lambat,ga secepat negara lain;negatif
2026-01-14T17:14:41.000Z;Apakah yg begini bisa di namakan situasi sudah terkendali wahai bapak Presiden, kondisi lumpur pada hari minggu tgl 11 Januari 2026 di Desa Bukit Tempurung kecamatan Kota Kuala Simpang Aceh Tamiang;negatif
2025-12-15T12:41:57.000Z;saya selaku warga Aceh nyesal dulu pilih prabowo;negatif
2025-12-15T13:36:47.000Z;seolah ribuan nyawa yang meninggal itu anya mainan di mata presiden prabowo nih capek dah sama pemerintah ini;negatif
2026-01-14T15:44:28.000Z;terkendali??? lucu aja;negatif
2025-12-16T12:52:14.000Z;iya betul pak Prabowo Mentri anda mampu mampu berbohong;negatif
2026-01-12T22:18:01.000Z;Ga sesuai apa yg di bilang dgn yg di Lapangan;negatif
2025-12-16T08:48:54.000Z;usut punya usut, anieslah yang akan mengganti prabowo menuju indonesia emas;negatif
2026-01-12T10:11:45.000Z;inilah alsannya di Aceh tidak memilih dia..;negatif
2025-12-15T14:57:59.000Z;GAK GOYANG, TETEP DI BARISAN BAPAK PRABOWO SUBIANTO;negatif
2025-12-15T11:59:49.000Z;Nda bakalan di pilih lagi ini orang.;negatif
2025-12-15T12:04:10.000Z;cuma Abah Anis yang jujur dan takwa;positif
2025-12-15T12:38:24.000Z;kata gusdur Prabowo tidak lama menjabat;negatif
2025-12-15T13:05:47.000Z;Mampu apanyaaa pak PRESIDEN😂 uda mau jalan 3 minggu gk ada beresnya🧐;negatif
2025-12-15T12:38:47.000Z;Karna apa ,karna bapak Prabowo mempunyai lahan lebih luas dari negara Singapura di Sumatra, serta lahan bapak tersebut di isi tanaman berjenis sawit,kalian coba bayangin dah tu tahan brapa ribu hektare;negatif
2025-12-15T12:26:32.000Z;PENYESALAN SEUMUR HIDUP SAYA ADALAH KETIKA SY MENDUKUNG PRABOWO JD PRESIDEN;positif
2025-12-15T13:53:10.000Z;terkendali gimana pak? itu pas bapak datang aja loh listriknya di hidupin, dikasih tenda dan di bagusin, seolah olah biar kelihatan bisa di atasin.. tapi setelah bapak pulang? listriknya langsung dimatiin pak, ya wajar aja pada minta status bencana nasional;positif
2025-12-15T13:07:22.000Z;ada ya seorang Presiden demdam terhadap rakyat,nya sendiri 🤣🤣;negatif
2025-12-15T12:47:29.000Z;Presiden prabowo...di segani di Negara2 luar...di Negara sendiri cuma di hina hina...sehat selalu presidenku...;positif
2025-12-15T12:04:33.000Z;Banyak negara lain yg mahu bantu tapi ditolak..masih sulit mengartikan penjelasan ini..saat ini sdh ada 1000an yg meninggal.;negatif
2025-12-31T21:55:30.000Z;klo mmpu tolong itu tanah yg mengubur rumah rmah warga dibrsihkan kerahkan ratusan alat berat jngn lh masyarkat sudah susah ditambah susahnya jenderalll !;negatif
2025-12-15T14:27:25.000Z;Kalau statusnya jadi bencana nasional, kebun sawitnya harus diaudit dan berhenti beroperasi selama proses audit, wkwkwk;negatif
2025-12-15T12:47:12.000Z;Gua dendam sampai kiamat☝️;negatif
2025-12-15T12:01:20.000Z;mungkin pak prabowo sudah memberikan bantuan, namun bantuan trsbt yg sampai hanya beberapa ataupun bisa di sebut tidak sepenuh nya;negatif
2025-12-15T12:23:05.000Z;sdhlah capek kita SBG rakyat pengen pindah negara aja;negatif
2025-12-22T10:01:10.000Z;mampu😂;negatif
2025-12-15T21:37:23.000Z;Jangan menolak kebaikan orang mereka menolong karna melihat penderitaan mereka yg kedinginan kelaparan bahkan menggigil karna bajunya basah kuyub;negatif
2025-12-15T12:45:57.000Z;kesel banget sumpah ya allahhh 😭;negatif
2025-12-15T15:39:59.000Z;serius tanya, yg terkendali yang sebelah mana gaes? 😳😳;negatif
2025-12-16T08:31:12.000Z;Terkendali?mampu?ya Allah ya rabb,miris mendengar pernyataannya🥺;negatif
2025-12-17T04:27:08.000Z;dengan lantang dengan bangga aku gak pilih dia !!;negatif
2025-12-15T14:22:43.000Z;dikasih pilihan pemimpin yg cerdas malah yg gemoy dan ambisi😅🤣😂;positif
2025-12-18T05:46:14.000Z;Reporter CNN Sampai nangis lihat kondisi pasca 3 Minggu di lapangan,;negatif
2025-12-16T01:58:47.000Z;terkendaliiiii?????;negatif
2026-01-04T23:59:07.000Z;mas Anies mas Anies😂😂😂;negatif
2025-12-16T00:54:10.000Z;dmn letak terkendali nya pak.. ?? liat saudara kami di Aceh itu.. udah kibarkan bendera putih;negatif
2025-12-02T02:03:21.000Z;itu sih partai gimmick gerombolan artis dan aktor disana semua;negatif
2025-12-07T23:28:33.000Z;klo ada calon dari partai pan inget! harus apa;negatif
2025-12-09T04:37:12.000Z;ambil duit nya, trus golput;negatif
2025-12-10T07:42:42.000Z;kk Jan golput nnti di coblos punya kita;negatif
2025-12-08T14:54:49.000Z;BERGERAKLAH SEPERTI KEMARIN ITU SOLUSINNYA UNTUK SEKARANG INI 🔥🔥🔥🔥🔥🔥🔥;negatif
2025-12-02T02:50:09.000Z;kalo sudah ttg perilaku seseorang, itu bukan kesalahan partai lagi tetapi kesalahan pribadi pejabat. 🤔;negatif
2025-12-02T06:02:36.000Z;justru partai partai yg memberikan kan wadah,DPR kumpulan partai raja raja kecil,setipa kader harus tunduk sama ketum,;negatif
2025-12-04T11:17:56.000Z;kalo saya untuk legislatif coblos semua kertas suara biar;negatif
2025-12-04T11:29:28.000Z;ya coblos semua supaya tidak dicurangi👍;negatif
2025-12-04T11:20:42.000Z;tapi kader partainya harus tunduk keputusan ketum,contoh PDI-P,Bambang pacul beliau bilang semua anggota partai tunduk sama ketum,;negatif
2025-12-05T01:06:53.000Z;iya...itu sebenarnya aturan yg salah dari Megawati dan Indonesia harus punya aturan tertulis.... siapapun orang dan dari partai manapun kadernya....selama sudah terpilih jadi pejabat maka mereka tidak punya hak dan kewajiban TUNDUK dengan partai dan kader yg sdh terpilih menjadi pejabat WAJIB TUNDUK dengan aturan negara demi seluruh rakyat Indonesia. Aturan ini belum ada shg semua kader bukan bekerja utk rakyat tetapi bekerja utk partai masing masing. 🤔;negatif
2025-12-05T01:11:33.000Z;di situlah inti kesalahannya namun kenapa aturan yg di buat Megawati sampai sekarang belum di rubah, berapa bnyak partai tunduk Dengan aturan itu termasuk PRABOWO dan ketum yg lainya;negatif
2025-12-14T17:40:57.000Z;Itu kembali ke pejabat mayoritas yg berkuasa yg menentukan arah dan peraturan.;negatif
2025-12-05T01:42:08.000Z;kembali ke kadernya...ada yg berani melawan ada yg tidak berani. Kuncinya pemerintah harus berani membuat aturan tertulis agar tidak dikadali ketua partai seperti Megawati.;negatif
2025-12-05T02:37:52.000Z;top ulasan yang masuk akal,,;positif
2025-12-05T01:55:13.000Z;dengan ijin investasi wajib satu pintu ke pemerintah pusat....disitu bisa terjadi indikasi tarik ulur kesepakatan antara pejabat pusat dan perusahaan...ttg jumlah saham yg bisa ditanamkan pejabat pusat ke perusahaan tsb. Pemilik saham yg mempunyai saham perusahaan diperoleh secara offline mou dgn perusahaan maka pemilik saham tsb bagian dari komisaris perusahaan. Coba kita perhatikan....disaat Jokowi dan Luhut jadi pejabat pusat....tanpa disadari rakyat...mereka adalah bagian dari perusahaan krn mereka pemilik saham yg juga bagian dari komisaris. komisaris bukan berarti harus diketahui publik, makanya Jokowi tidak pernah menunjukkan jati dirinya krn pencitraan sbg orang miskin. nama Jokowi dan kelgnya ada tertulis di beberapa perusahaan sbg komisaris.;negatif
2025-12-02T02:31:23.000Z;betull😁. biasa yg berbau viral mereka buru2.;negatif
2025-12-02T04:44:00.000Z;sekarang main peran utama😂😂😂;negatif
2025-12-13T04:05:39.000Z;Saya setuju Pak dengan pernyataan anda Pak Anies;positif
2025-12-13T23:19:11.000Z;Fii Amaanillah pak Anies sllu sht pnjng umur.... Berkah.. Bermnfaat buat ummat.. 🤲 🥰 💖;positif
2025-12-16T10:31:26.000Z;sy tdk menyesal sdh memilih abah klo pun tdk menang mgkn blm rezeki semoga di wkt yg akan dtg yerpilih lagi sehat2 abah;positif
2025-12-16T16:07:23.000Z;orang pintar tau cara berpikirnya..org tamak takut harta nya hilang karna membantu yg lain..semoga pemimpin sekarang bisa meniru yg baik dari beliau;negatif
2025-12-18T08:45:21.000Z;Sehat selalu Abahku.;positif
2025-12-16T13:05:01.000Z;pak anies jadi presiden rakyat Indonesia ya Alloh SWT tolong 😭;negatif
2025-12-16T13:06:40.000Z;plese pak jadi presiden 🙏🙏🙏;negatif
2025-12-13T11:50:48.000Z;Masyaa Allah, setuju pernyataan PK Anies lebih baik status bencana nasional agar pemerintah sungguh2 menanganinya agar cepat pulih dampak yg terkena bencana banjir, rakyat butuh perhatian pemerintah dan negara.;positif
