createTimeISO,text,Label
2025-02-18T14:56:3,menciptakan pemikiran seperti ini secara ga langsung menyelamatkan bumi dari kerusakan yg berkelanjutan.,Negatif
2025-02-18T13:05:0,"klau semua manusia berpikiran childfree,manusia punah",Positif
2025-02-18T13:30:3,"berkembang biak itu penting, tapi kesadaran dan kedewasaan dalam berkeluarga itu jauh lebih penting",Negatif
2025-02-18T10:1,"Keren pola pikirnya memahami kekurangan, karena balik lagi pilihan dan hak dia",Negatif
2025-02-18T13:1,ini jawaban orang yg coba menghibur diri ketika dia GK bisa punya anak..,Positif
2025-02-18T13:1,"Pemikiran seperti itu menunjukkan kualitas sumber daya manusia yang rendah, karena orang yang menolak untuk memiliki anak dianggap tidak memahami tujuan hidup dan tanggung jawab sebagai manusia",Positif
2025-08-14T10:5sat,kenapa pikiran gue skrng juga pengen childfree makanya bisa sampe sini🤧,Negatif
2025-02-18T13:1,"mungkin bagi orng childfree salah, tp bagi gw bahkan orng yg gamau nikah aja adalah pilihan bijak.
hidup ini penderitaan bro, ketika punya anak pendirataan ini selalu diwariskan",Negatif
2025-02-18T12:53:3,"gua pengen childfree juga semua warisan gua di bikinin masjid , percuma punya anak lu kelaparan sama aja lu kayak kriminal",Negatif
2025-02-19T11:s,gua setuju dgn coach...karna punya anak itu..bukan berarti invest...anak itu tanggung jawab kita sampai mati..kasih pendidikan dan kehidupan yg baik dan layak.,Negatif
2025-02-18T12:25:s,mending kayak coach justin dari pada orang yang tau ekonomi nya ga stabil malah bikin anak,Negatif
2025-08-05T09:32:41.0,tapi manusia yang sempurna itu manusia yg punya keturunan ngk sih. meskipun manusia tdk ada yg sempurna yaa.,Positif
2025-02-18T17:1,Mandul sih lebih tepatnya. childfree hanyalah rekasaya semata. 😅,Positif
2025-08-04T14:29:44.0,"Saya suka dengan pemikiran seperti ini, karena menunjukkan bahwa seseorang benar-benar berpikir panjang sebelum memutuskan untuk punya anak",Negatif
2025-06-03T15:09:1,Mari menormalisasikan perempuan yng memutuskan untuk childfree🔥,Negatif
2025-06-03T17:31:0,Aku tidak ingin mengorbankan diri hanya demi memiliki anak,Negatif
2025-06-03T15:16:3,"tubuhku milikku, jadi hormati keputusan mereka lah",Negatif
2025-06-04T07:42:43.000Z,childfree emang ngerugiin orang2 kah woy😭,Negatif
2025-06-03T10:29:50.0,"padahal badan² dia, orang lain yg repot😭😭😭 gue aja disuruh nambah anak lagi, biar ada anak cewe. lah kata gue mah ""Mon maap, gue mau urus anak gue dengan mental&finansial yg mantep"" kaya aja belom tentu hidup enak, apa lagi miskin😌😌😌",Negatif
2025-06-03T10:41:s,Setiap orang punya hak atas dirinya sendiri🥰,Negatif
2025-06-03T16:40:53.0,"kenapa sih pada maksa orang lain punya anak? itu hak dia, badan dia, setelah itu yang ngurus anak juga dia. Emang kalau org lain punya anak kehidupan kalian berubah, auto masuk surga, kan tidak? 😑",Negatif
2025-06-04T00:15:43.0,mending childfree daripada anaknya di bikin sengsara 😍,Negatif
2025-06-05T16:57:49.0,"her body her choise anjir, heran kok pada repot perkara satu perempuan mau childfree, dikira populasi bumi langsung punah kali",Negatif
2025-06-03T11:1,"aku ibu, aku punya anak, punya banyak strechmark badanku berubah... kalo ada wanita yg ga mau punya anak .... ya biarin aja badan2 dia. ☺️👍 mempunyai anak/tidak itu pilihan masing2",Positif
2025-06-04T07:05:00.000Z,"KALIAN TUH HARUSNYA BERSYUKUR ORANG ORANG PADA childfree, ENTAR ANAK KALIAN ITU GA BANYAK PESAING UNTUK MENDAPATKAN PEKERJAAN😂",Negatif
2025-06-03T14:04:4sat,Normalisasi menghormati pilihan perempuan yang memilih untuk childfree,Negatif
2025-06-03T15:12:2,"salahnya childfree apaan sih? tohh juga hak cewe nya, ngga bikin negara bangkrut juga",Negatif
2025-06-04T04:59:22.000Z,"menurut gua sih bebas aja toh pilihan masing antara mau punya anak dan ngga, trs knpa klian yg pda repot?",Negatif
2025-06-03T16:32:50.0,"aku memilih childfree,hanya karna GK MW mewariskan kesulitan ekonomi untuk mereka nanti.karna aku tw gmna sakitnya dan aku di posisi itu",Negatif
2025-06-05T07:52:56.000Z,"aku gak cuma childfree, tp husbandfree. kek apa guna nya laki2 itu",Negatif
2025-06-03T15:44:57.0,kenapa orang ga bisa menghargai pilihan orang lain kek apalagi pilihan nya itu yang tidak merugikan orang lain,Negatif
2025-06-05T02:18:07.0,Aku juga lebih mendukung childfree daripada punya anak.,Negatif
2025-06-03T10:23:59.0,"dulu w heran kenapa ada pemikiran spt ini..tapi sekarang bahkan kalau anak w kelak ga mau punya anak gue bakal dukung satu00%! tubuh dia..hak dia..!
w tau gimana rasanya punya anak..😌😌",Negatif
2025-06-03T16:12:4,"yang bilang ""punya anak biar tua nanti ada yang ngurusin"" pliss gue gasuka banget dengan 2 alasan
satu. anak bukan investasi
2. biaya untuk membesarkan anak itu baaanyakk, aku rasa jika uang itu ditabung jauh lebih menjanjikan untuk jaminan masa tua daripada sekedar berharap dirawat anak",Negatif
2025-06-03T10:07:1,pdahal mah msing2 aja mo pnya anak mo engga tapi di jaman skrng pda ngurusin hal2 kek gt,Negatif
2025-06-04T04:00:20.000Z,"Terserah mereka ya,hak hak mereka mau punya anak apa enggak,lagian kan anak bukan tabungan buat masa depan,anak ada masa depan nya sendiri",Negatif
2025-06-06T02:24:24.000Z,aku mendukung childfree,Negatif
2025-06-05T05:58:43.000Z,aku mendukung CHILDFREE😎😎,Negatif
2025-08-07T01:56:33.0,percayalah indonesia akan maju ketika warganya udah gak mikirin kebelet nikah atau punya anak.,Negatif
2025-08-06T17:25:42.0,setuju sama childfree,Negatif
2025-08-06T20:17:00.0,"aku yg udah nikah blm dikasih momongan selama hampir 3 tahun ini, belum berpikir soal anak,kayak masih mengutamakan diriku sendiri,ekonomi suami lagi gak bagus,kadang bayangin kedepan, soalnya aku bukan type orang yg suka gampangin sesuatu (ntar juga ada rezekinya)not my type😭 apa mungkin itu ya alasan aku belum dikasih huhuhu,yasudah deh nerima takdir aja,aku udh usg 2x hasilnya aman aman aja😅",Negatif
2025-08-07T00:59:28.000Z,"Childfree itu wajib buat orang miskin yg sekedar makan untuk dirinya sendiri gak bisa, orang yg punya penyakit mental, orang yang punya penyakit genetik",Positif
2025-08-11T22:48:s,hidup childfreee!!!!,Negatif
2025-08-07T01:42:1,"tim childfree, takut gabisa ngasih yg terbaik buat anak.",Negatif
2025-08-06T16:13:4,"sulit cari kerja, biaya hidup mahal salah satu penyebab nya, termasuk biaya pendidikan masuk ssatu , no debat",Negatif
2025-08-06T17:58:08.0,ngerencanain mau pakai WO yang mana tapi milih panti jompo mana yang mau ditinggali,Positif
2025-08-06T23:17:30.0,keren sii anak muda jaman sekarang. biar gak kebanyakan SDM.. apalagi menciptakan SDM rendah.,Negatif
2025-08-06T18:17:4,"klo kelahiran menurun, sdm produktif berkurang, kan bisa masukin orng dr luar 🙂",Negatif
2025-08-11T01:0,"Ya gpp lah yg mau childfree biarin aja sih,drpd punya anak ga diurusin",Negatif
2025-08-07T00:27:53.000Z,"Gpp, dr pd gk bisa biayain mending childfree",Negatif
2024-01-03T15:3sat,childfree? cukk punya anak seruuuuuu plisss,Positif
2023-08-22T13:01:s,"khayalan gw bukan nikah punya anak, tapi gimana caranya finansial stabil, karir bagus 🥺",Negatif
2025-04-10T15:46:s,Asliiiiii normal ga sihhhh gue pengen childfree 😭😭😭😭😭,Negatif
2025-08-26T01:1sat,"Beda banget kalau standar di kampung mindset nya perempuan yang hebat harus melahirkan dulu,padahal chilldfree itu pilihan hidup tidak harus di bandingan sana sini",Negatif
2023-08-21T12:37:s,"udah trll capek sama hidup sendiri, gak ingin menyeret org lain",Negatif
2023-08-23T02:08:30.000Z,bikin grup ga sih buat kita² yg pilih childfree? jadi kita bisa saling sharing cerita?,Negatif
2023-08-21T11:5,"Kalo gue, sesimple karena udah secape itu mengurus variabel lain wkwk. Maybe yang sandwich gen bakal relate banget sama ini:))",Negatif
2023-08-21T11:2,KALO SAYA CITA2 NGGA MAU PUNNYA ANAK BANYAK MINIMAL SATU/DUA BUAT PENGHIBUR DI MASA TUA SAYA BIAR NGGA KESEPIAN BANGET 🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,Positif
2023-08-23T12:31:2,padahal kalo udah ngerasain cape pulang kerja si sambut senyum anak itu masya Alloh nikmat yang luar biasa apalagi pas pulang mereka tanya mama,Positif
2025-08-23T01:53:58.0,Saya pejuang garis dua bukan childfree,Positif
2023-08-21T10:1,"sy tdk menunda tp memang gak dikasih, mngkn Tuhan tau isi hati sy, trauma sm ortu yg cere, tkt jd ortu yg tdk baik",Positif
2023-08-24T08:27:37.000Z,"karena expektasi org2 thdpku,kdg2 sy berpura2 ingin sekali punya anak,pdhl dlm hati sy punya atau tidak punya tdk masalah.krn sy tkut di anggp aneh",Positif
2023-08-21T15:23:5,bener.. gmw punya anak lagi karna sadar diri ini gak capable buat mengambil peran sbg ibu.. smw org bs punya anak tp ga smw perempuan sanggup jadi ibu,Positif
2024-09-01T11:0,"Alasan gue mau childfree cuma ingin focus menjalani hidup bersama pasangan , itu aja",Negatif
2023-08-23T02:55:46.000Z,"sama seperti q jg gk ingin punya anak, karena da terlalu capek dengan kehidupan sendiri",Negatif
2023-08-21T10:27:3,"kalo ditanya, apa sy pengen nikah n punya anak?? jawabanya, ""ENGGA""...ga tahu knp, ga pengen dan ga mau. Aneh juga kadang2",Negatif
2023-08-22T14:24:54.0,where can I find a man that is childfree as well :'),Negatif
2023-08-23T04:03:34.000Z,"omg sama kak aku jg dri dulu emg udh gaada niat nikah apalagi punya anak, krn aku sendiri belum ngerasa cukup, ga mw menyeret orglain sm trauma ku 🥺",Negatif
2023-08-22T13:45:1,"saya sandwich gen juga punya pikiran seperti ini juga,tp saya angkat 2 anak krn ingin bantu",Positif
2023-08-23T17:43:57.0,malah aku pengen punya anak tapi gamau nikah :(,Positif
2023-08-22T16:15:4,"khayalan gue jg ga pernah ttg anak, tp selalu ke finansial. punya rmh sendiri, bisa travelling kemana2, ya pkoknya ttg punya bnyak uang lah, hehe 😅",Negatif
2023-08-25T14:54:22.0,"aku malah mau punya anak
tapi gausah pake nikah gitu 😭",Positif
2023-08-21T08:16:4,setuju. meskipun dengan alasan yg agak berbeda.,Negatif
2023-08-25T19:08:43.0,"anak itu duplikat kita..yg memanggilmu mama..mengenggam dgn tgn mungilnya,memelukmu sampai akhir umurmu,yg gak mau krn malas suka duka ngurusnya",Positif
2023-08-26T02:56:05.000Z,"bukan cuma suka dukamu mengurus anak, tp yg utama km udah settle dlm menghandle mentalmu,sblum kmu bisa menghadle mental anakmu.",Negatif
2023-08-22T17:49:05.0,"sebelum menikah aku benerbener kepikiran kayak gini . sangking traumanya sama hidup. eh ternyata,ketemu suami langsung nikah dan langsung punya anak🥺",Positif
2023-08-22T14:43:2sat,"Gue yang ngira gak suka anak kecil dan pernah punya pikiran childfree, but here iam, mom of two, liat interaksi antara anak gue dan papanya,",Positif
2023-08-22T22:18:07.0,"saya dulu berpikiran seperti itu, kayanya anak kalau di kasih allhamdulilah kalau ngga ya gapapa tapi kemarin"" saya hamil dan melahirkan saya amat",Positif
2025-08-09T14:07:00.0,@qiaafkr dukung akuu yaa buat gini,Negatif
2025-04-29T16:57:58.0,"bener, di suruh kb juga gak mau sakit/alesan bnyk bgt",Positif
2025-04-30T02:24:39.000Z,"ingati gais. jangan sesekali dipaksa beranak kalo sendiri tak mau. nnt seksa pun sendiri yaa.. stand firm, saya di sini selalu back up kamu walaupun org semua bertentangan.",Negatif
2025-05-18T08:45:26.0,"mau gak nikah, mau childfree ya terserah orgnya, dibilang nanti gk ada yg ngurus, emg anak buat investasi kek gtu? makanya rencanain sedari muda nanti klok tua gmn",Negatif
2025-04-30T01:04:1,mending childfree daripada bikin calon anak gw sengsara in this economy,Negatif
2025-04-30T06:40:47.000Z,"childfree itu hak semua orang, pria ataupun wanita😁 jadi gak ada bisa mendikte hidup seseorang😁",Negatif
2025-04-29T22:43:45.000Z,"iyakan, padahal gak ngaruh juga di kehidupan personal mereka. knp selalu emosi gitu tiap ada cewek yg bilang gak mau nikah & punya anak?",Negatif
2025-04-30T02:45:52.000Z,"jangankan childfree, gue bilang pengen punya satu anak aja yg marah cowok 😭",Positif
2025-04-30T06:08:31.0,"Orang yang childfree itu punya kesadaran penuh atas kemampuan diri dia dan pasangan. Menurut gue malah bagus, berarti ga dzalim ke anak, inget anak ga pernah bisa milih orang tua nya siapa. Setiap anak punya hak atas kehidupan yang layak, kalo dirasa orang tua ga mampu ya gapapa kok childfree toh ga ngerugiin siapapun kan?",Negatif
2025-04-30T02:31:08.0,"""besok nanti tua siapa yg mau jaga lu""",Positif
2025-04-30T04:17:4sat,"lingkungan gue ada beberapa yg nikah & childfree
jujur gue iri karna masih romantis walaupun usia pernikahan mereka tuh 5th an lebih",Negatif
2025-04-30T02:03:58.000Z,tim satu anak cukup biar jd pewaris🫰🏻,Positif
2025-07-09T18:29:56.0,"terserah dia mau apa, itu kan hidupnya dia, itu juga badannya dia",Negatif
2025-08-11T05:1,"Yess betul harus di normalisasikan menikah dan hamil punya anak itu pilihan, soalnya yg paham kondisi dirinya ya orang tersebut",Negatif
2025-06-03T16:04:55.0,waktu muda childfree ok tapi ketika usia 50an baru rasa takut klu sakit siapa yg Jaga walaupun ada anak juga gak jaminan..tapi klu tua tubuh juga bakalan melar & glambir kok,Positif
2025-06-03T23:49:00.000Z,"masalahnya, punya anak dan ga punya anak itu ngga sekedar ttg ""kapabilitas diri"",kita menilai diri sendiri aja msh sering bias, punya anak itu soal ""sikap"" dan juga soal ""prinsip"" kalo memilih ga punya, atas dasar penilaian pribadi ttg kapabilitas, menurutku sayang aja bukan berarti menentang, menyayangkan aja",Negatif
2025-06-03T10:15:s,"iyah ka bener bgt,smua berhak punya pilihan dan kita wajib menghargainya",Negatif
2025-06-04T00:25:34.000Z,"Gue punya anak satu, cukup, buat temen gue seumur hidup ❤️",Positif
2025-06-03T14:51:s,"Intinya kita punya hak penuh atas tubuh kita!, terserah masing” orang aja sih, ada yang mau ga nikah ya gpp! Ada yang ga mau punya anak juga gpp, itu badan dia ya hak dia, kalian ga punya hak ngatur apalagi menghina! , kalau kalian mau menikah dan punya anak juga itu gpp bgt, pilihan masing” ya guys",Negatif
2025-06-03T21:30:1,"menurut gue mereka yang childfree itu kayak, yaudah sih itu kan pilihan hidup mereka. lu punya hak untuk memutuskan childfree itu pilihan hidup orang, karena memiliki anak itu adalah sebuah tanggung jawab besar gitu dan harus mempersiapkan segalanya gitu kalau udh punya anak kaya finansial, fasilitas untuk anak, dll. emangnya punya anak itu asal bikin aja? kagak, itu tanggung jawab yang dititipkan Tuhan",Negatif
2025-07-18T02:15:3,"yahh karna itu kan kodrat cewe,bayangin lo dapat cowo yang bisa menafkahi,mapan dan juga provide lebih dari diri lo sendiri,karna dia tau akan kodratdnya sebagai laki²,trus lo.blg mau childfree yahh jelas emosi lahh
pea",Negatif
2025-04-30T00:10:09.0,"serius gw mau nanya, darimana letak egoisnya orang yang mau childfree? justru lebih egois lagi misal ngga sanggup punya anak tapi maksain supaya diterima masyarakat",Negatif
2025-07-12T15:02:4,"boleh banget asal dikomunikasikan sebelum nikah ,semua orang berhak memilih",Negatif
2025-07-01T12:03:0,takut dikira mandul 🤣,Positif
2025-04-30T07:56:16.0,"guys apapun pilihan orng, please stop judge mereka, biarin mereka milih hidup mereka sendiri, kalau memang suami istri mau childfree yaudah gapapa, siapa tau Tuhan kasih jalan yg lain, jdi stop judge",Negatif
2025-05-29T15:04:06.0,"ga menyusui, badannya ga rusak efek pasca melahirkan dan ga harus KB yg kadang bikin tubuh juga ga cocok sama jenis KBnya dan masih banyak lagi (maybe) 😭😭",Negatif
2025-02-18T16:45:3,"menurut gw sih ya, kalau gak ada anak ya ga pa pa, ya kalau ada anak ya alhamdulillah di kasih rezeki...
😌 lagian kan dalam islam gak di wajibkan untuk punya anak. bener gak.??? 😁",Negatif
2025-02-19T11:s,"gw kepikiran punya anak tapi stelah financial freedom, coach justin sepertinya sudah cukup finansial tetapi memang ideologinya childfree terlepas dari finansial yang cukup",Positif
2025-02-18T11:5,Aku sekarang umur 2satu milih buat childfree juga kayanya aku pengen nikmatin hidup yg cuman pertama terakhir ini kayanya teralalu cape buat punya anak dan kelurga,Negatif
2025-02-18T11:s,tapi banyak anak angkat,Positif
2025-02-18T11:3,banyak anak banyak rezeki,Positif
2025-02-18T12:35:4,emang keren dia gak ingin anaknya menderita,Negatif
2025-02-18T14:28:s,🤣🤣kalok tua nanti dia urus drinya sendri atau di titip yayasna,Positif
2025-03-21T10:22:2,"kadang yang orang miskin maksa punya anak walau ekonomi mereka morat Marit , justru childfree menyelamatkan secara ekonomi walau mngkn sementara",Negatif
2025-02-18T10:1,emng ga kesepian ga punya anak?,Positif
2025-02-18T10:20:2,Banyak yg punya anak tapi merasa kesepian juga,Negatif
2025-02-18T15:45:3,"bener, mending miskin tapi punya anak 3 gasi dari pada childlfreee",Positif
2025-02-18T12:20:s,penting nya agama ada hal yg ga perlu di jelaskan oleh logika. walaupun gue belum punya anak. tapi kalo sampe ga pengen punya anak itu udah kesalahan,Positif
2025-02-18T21:40:3,emng wajib ya berketurunan,Positif
2025-02-19T11:5,logikanya mana ada orang rumah tangga g ingin punya anak..g ada..jls dibalik penjelasan itu ada sesuatu mslh atau g bisa punya anak,Positif
2025-07-26T22:05:38.000Z,"saya, lebih takut tidak memberikan anak hidup yang layak, karna memberikan warisan miskin terhadap anak jauh lebih buruk",Positif
2025-02-19T14:1,"inget jga, faktor childfree karena ekonomi mandek wkwkkwkw",Negatif
2024-05-12T05:48:24.0,gue lg cari pasangan childfree & gue setuju,Negatif
2025-06-29T16:34:45.0,"Pernah gw sm cowo gw lgi bahas masa dpn and dia bilang ""i'll marry u as my life partner. I just wanna live with you. Gw mending punya piaraan dibanding anak"". I was like ""i finally found my soulmate""😭🫶🏻",Negatif
2024-07-07T07:11:s,BENER BANGET! MELIHARA ANAK GA SEMUDAH MELIHARA HEWAN🥺 APALAGI KALO BELUM FINANCIAL BALANCE✨,Negatif
2025-07-27T03:11:4,"alhamdulillah gw sama suami sepakat childfree,jgn hujat karena hidup udh pnya pilihan jalan masing²thks😊",Negatif
2025-01-16T10:s,"iyaaa,ya kalo ga childfree juga please lah kenapa ada cewe2 yg pgn banyak anak ??? karna itu lo harus kerja lebih keras seumur hidup gilak pas single aja kerja tu cape bgt anjir 😭 mnding kalo suaminya mapan",Negatif
2024-07-16T23:26:05.0,"intinya gais, ketika kalian mau punya anak,kalian harus siap secara ekonomi dan finansial,dan juga mental,siapa tau ibunya malah kena baby blues nah itu bahayanya",Negatif
2025-04-25T08:14:57.0,"Aku juga childfree , jangan di hujat ya🙏",Negatif
2024-06-05T12:56:42.0,Benerr .. lagi Manifesting dapat partner yang mau childfree juga 🥰,Negatif
2024-10-19T23:54:5,Gue setuju,Negatif
2024-03-17T13:37:5,setujuuu banget! paham dan relate si krn gaji pemasukan & pengeluaran emang gak seimbang 😵‍💫,Negatif
2024-12-24T13:1,Punya anak banyak jg nggak menjamjn bakaln diurus dgn baik pada saat tua nanti 😭😭😭😭😭😭😭😭😭😭,Negatif
2024-12-16T04:46:4,"Sya gamau lagi punya anak cukup 2 aja,,takuut banget tanggung jawab nya sampai akhirat",Positif
2024-03-17T17:1,"🥰benar bgt kamu,setujuh bgt aku.",Negatif
2024-10-25T04:14:0,nanti kalo kita udah gg mampu dan udah tua.. sapa yg ngrawat kita... sedangkanpasangan kita jg sama** tua.. 😳,Positif
2025-05-06T09:00:15.0,"aku jga pengen childfree karena ngidupin diri sendiri aja udah susah bgt, tapi pasanganku masih mikir dua kali🙂",Negatif
2025-06-07T02:16:46.0,aq tim satu anak aj deh🙃,Positif
2024-10-31T14:0,guaa setujuuu bangett,Negatif
2024-11-19T0sat,Pentingnya jg mulai cari pasagan yg ngerti dan open minded tentang childfree,Negatif
2025-06-28T07:43:18.0,q wanita memilih hidup childfree,Negatif
2024-09-03T04:03:00.000Z,"Setiap orang beda” persepsi, aku ttp memilih kelak udh sukses dan udh berumah tangga ttp memutuskan untuk mempunyai keturunan.krna insyaallah selagi berusaha rezeky akan mengalir drimna sja ❤️",Positif
2024-09-01T14:36:0,tapi jika belum lalu belum Tau rezeki itu ada tapi harus dipikir2 dulu uang nya jika anak ada maka hidup kita lebih bahagia,Positif
2025-07-29T02:04:27.000Z,"menurut saya, orang yang memilih childfree itu punya tingkat sadar diri yang tinggi. mereka tahu mereka gak mampu membesarkan anak dengan baik. kemampuan disini tuh gak hanya ekonomi, tapi juga soal mental, lingkungan, kesehatan dll.",Negatif
2025-07-27T00:33:58.000Z,"di era skrg childfree GK bgitu buruk,, biaya hidup berdua aj udh lumayan tinggi,,",Negatif
2025-07-26T11:1,"Rill ,, no debat relate , yg nyangkal mh pling juga anak kluarga cemara yg ga pernah rasain hal sesakit ini🗿",Negatif
2025-07-26T09:49:41.0,"bener bgt sih..
krna anak bkn soal ngerawat doang, tp jg soal biaya, mental dan juga tenaga",Negatif
2025-07-27T06:21:24.0,"Yes,keknya lebih baik childfree daripada punya anak tapi ga keurus,punya anak tapi d kasarin,gamau belajar ilmu parenting,ga nyiapin finansial buat segala kebutuhan dan pendidikan anak😭🙏🏻",Negatif
2025-07-26T06:13:57.0,"aku aja yang Alhamdllah mampu secara materi gak berani punya anak lagi, aku cuma punya anak satu. karena memang mental aku sanggupnya cuma satu aja.",Positif
2025-07-26T11:4sat,"Respect sm orang childfree, ketakutan mereka adalah sebuah bentuk tanggung jawab. Ketimbang yg punya anak lalu [ah gatau deh isi sendiri]",Negatif
2025-07-26T21:41:2,"Bener banget, kalo ga mampu bertanggungjawab lebih baik childfree",Negatif
2025-07-29T00:32:02.000Z,"lbih respect orang yg cildfree ketimbang buat anak sebagai uang berjalan nguras tenaga anak hbis habisan, anak cuma di jadiin mesin uang",Negatif
2025-07-26T10:41:2,"lbh suka sama org kayak kakaknya. dari pd punya anak, anaknya hidup sengsara",Negatif
2025-07-26T11:05:5,"in this economy , itu adalah pilihan yang tepat , kasian kalo si anak lahir cuma buat nafkahin emak bapaknya adeknya kakaknya keluarganya 😭😭",Negatif
2025-08-25T00:57:07.000Z,"anak memang tanggung jawab ,tapi memilih untuk tidak mempunyai anak karna faktor finansial misalnya seperti tak percaya tuhan ,padahal sebagian manusia dipastikan diberi rezeki ,yg terpenting ikhtiar ,karna kelak jika wafat ,kita butuh doa dari anak ,dan didiklah anak menjadi anak yg soleh🙏
tapi kembali ke pilihan masing masing sekedar memberi opini",Positif
2025-08-22T23:55:00.000Z,"sebenarnya ini adalah hak prioritas Allah,SE rapih apa pun rencana kita,bahkan ibu saya pun TDK pernah tahu kenapa beliau menghadirkan SAYAdi duniaINI",Positif
2025-08-22T05:33:41.0,aku belum menikah dan aku setuju ♥️,Negatif
2025-08-21T17:24:4,"orang2 yang pada pilih childfree kalau misal kebobolan gimana? ""kan ada kb"" iya kita tau ada kb... tapi kalau misal yang diatas berkehendak kamu hamil... bagaimana???",Positif
2024-05-22T03:17:27.0,klo aku lbh ke trauma sih jadi sandwich gen🥺.aku anak sulung perempuan adiku 5 . tp aku bukan childfree .. aku ada anak satu udah klas 6 sd tp aku g nambah anak lagi,Positif
2025-08-15T21:36:0,aku jg pengen bgt childfree tp apakh ada laki² yg mau childfree apalgi dr pihak ortu pasti komentar naninuninu😭,Negatif
2025-08-12T22:40:20.0,childfree itu gpp Kalo dari perempuan nya mengalami ada penyakit.. atau dia sesuatu yg mengancam nyawa nya kalo dia hamil..,Negatif
2025-08-07T16:44:28.0,Aku memutuskan untuk childfree🙏🏻,Negatif
2023-08-23T01:41:0,"ya itu hak kalian, bahagiamu dengan caramu sendiri, yg trpenting tdj memaksakan orang lain merasakan apa yg kamu anggap bahgiamu,",Negatif
2023-08-26T07:47:21.0,"dl sih ga suka anak, tp pengen pny anak. setelah pny anak satu 😂gw merasa ga mau lg deh pny anak.",Positif
